,Occupation,Family Type,Family Interest,House Type,Number Of Residents,Average Age,Distance To Nearest Tower [m],Number Of Phones,Number Of Computers,Number Of Tvs,Number Of Pets,Customer Happiness,Time Spend On YouTube [min],Time Spend On TikTok [min],Time Spend On Instagram [min],Time Spend On Spotify [min],Size of home [m2],Mobile Traffic
50,1.0,1.0,0.453,1.0,2,50,42.95572909149846,3,1,1,1,6.0,7.317477955974528,6.099320131469653,3.733868736398152,7.245132013090504,0.7006177005168803,7.5753803109682005
51,0.456,0.379,0.619,0.465,2,52,19.011059178966054,3,1,2,0,7.0,10.931488873246645,3.766128062922026,4.487250312148408,22.421366660539036,0.37568422958214454,5.47706367833867
52,0.399,0.474,0.453,0.392,2,52,61.72701172227671,3,1,1,1,10.0,10.500509525042045,11.736010332263623,3.2950489330177093,42.73446499802515,0.5124653255881807,9.668540397452013
53,0.456,0.474,0.504,0.465,4,48,82.08646252330466,3,1,1,1,9.0,6.059757782330441,4.0881148745969185,11.185500041265465,22.888188742630053,0.3967286476624839,10.255361782443133
54,0.456,1.0,1.0,0.465,2,42,60.328683150414584,2,1,1,1,7.0,19.26475242784189,24.518545291845452,10.557751204352527,47.23189786085728,0.48054709511372035,11.275445064115521
55,0.399,0.379,0.39,0.392,2,47,28.51583652259967,2,1,1,2,10.0,10.792199157671405,3.1894561507629997,5.55666517823918,6.085738845635523,0.6404656175113884,6.316068104634471
56,0.399,0.57,0.504,0.53,1,42,59.400277925125216,2,1,1,1,8.0,12.788848293362701,11.435044552134645,27.187113531317767,15.236999156717914,0.5663108659116054,10.12756590248064
57,0.587,0.474,0.504,1.0,2,55,54.62248640914468,3,2,1,0,7.0,12.389643290354991,12.505092942858811,45.449733839748326,21.106091198047615,0.6014590145378605,6.002484491375633
58,0.399,0.57,0.619,0.465,2,42,26.632090308458967,2,1,1,1,5.0,6.732714470784528,6.9069223162188385,16.441516694232245,40.04546115432771,0.3109838611547533,4.264939588031989
59,0.516,0.57,0.554,0.392,3,47,91.95222207683513,2,1,1,1,8.0,8.584783439505458,9.41606204906656,17.93808653697815,30.715012031295124,0.22103604272885907,12.674365706457563
60,0.326,0.379,0.504,0.607,3,53,63.532836776058,2,1,2,1,5.0,11.147544202270705,5.941778795644933,14.028906132495763,32.31181327174992,0.4084540754147575,5.965051850113286
61,0.399,1.0,0.453,0.392,1,38,33.947412884506555,0,1,0,1,7.0,10.248712686204973,10.951552531257889,15.71831135158329,10.240064566375176,0.4040264661363341,6.249626810426716
62,0.399,0.379,0.504,0.392,3,37,61.90399151411353,3,1,1,0,8.0,13.768627055231246,11.679547378871575,5.321152772004337,23.73490215500165,0.41655080580694803,10.179068855664433
63,0.399,0.57,1.0,0.465,2,49,76.69044787790924,3,1,1,1,8.0,6.703552101644199,6.239666686737748,16.336877394449896,29.615436943020043,0.6699131406130936,8.459821266048866
64,0.456,0.57,0.554,0.53,3,32,67.35543238545668,2,2,1,0,10.0,25.922718691884725,11.16238052350706,11.28620985297227,67.21315439713186,0.34531567686070874,13.960306016945445
65,0.399,1.0,0.453,0.607,3,39,46.91253379465805,2,1,1,1,8.0,13.853207909298629,7.696818835752941,13.02417698975316,38.83381149920222,0.4834208170779465,7.32067302737788
66,0.587,1.0,0.554,0.607,1,51,35.45545468149131,3,1,1,1,7.0,16.313701262810227,5.35798354625669,12.656554862874195,13.871319408931933,0.5342394346166672,7.8545114264208395
67,0.399,0.57,0.504,0.392,3,43,94.70755049589073,4,2,2,1,7.0,24.08511289476653,28.741579983631546,52.95727120719067,112.6066907340556,0.5951052961162283,11.861754223168967
68,0.587,0.379,0.453,0.465,3,60,81.29579205018824,3,2,1,1,7.0,11.084356218266606,5.559470234787803,8.001888704013096,32.26494784530741,0.32994628552865796,9.604380310477524
69,0.456,1.0,0.39,0.392,2,51,55.8345745308946,2,1,1,1,8.0,19.04891075685321,8.419884391449894,14.367033228418345,24.95320124225281,0.5173484285666989,14.115082812268689
70,0.516,0.379,0.504,0.465,1,56,43.74005409879927,2,1,1,0,8.0,11.038391857583473,6.702561499424623,5.854185310103127,12.426696707806075,0.506393323632122,6.62378904799912
71,0.326,0.57,0.619,0.465,2,49,66.88484770470801,2,0,1,2,10.0,4.778721071969049,4.230094588084734,8.639731562109716,5.036447578322716,0.49998372414093484,10.474191312358345
72,0.326,0.474,0.453,0.392,3,45,59.315759817505416,3,2,2,1,7.0,16.745531170371976,11.591748550808765,23.950606265694457,27.536113412717548,0.678813892918424,11.28382323382982
73,0.456,0.57,0.619,0.465,3,41,85.49995780030214,2,1,2,1,8.0,7.750793543219728,12.295400943781848,16.126646046038978,14.418987514019506,0.3539886560235146,12.601765421811471
74,0.399,0.379,0.39,0.465,2,47,47.261370504046695,3,1,1,1,8.0,12.362216737354608,20.078286885072313,37.308679535568935,159.3431588623179,0.41446195161162797,10.283624161182649
75,0.399,0.379,0.39,0.392,1,53,35.06431047464926,2,1,1,0,9.0,8.571895057115835,5.277360884904558,4.84442900783125,9.479229566567223,0.41355776032212244,6.727150392681734
76,0.326,0.379,0.504,0.465,1,45,15.626637005963042,1,0,1,1,9.0,11.415288573204222,6.3406785993658294,6.482546746051789,12.259217256602913,0.33336857542168813,6.77974922727234
77,0.516,0.379,0.39,0.607,2,64,48.27816172892373,3,2,2,1,7.0,11.996424343034473,7.108620944330418,16.17270123567549,41.02669806934002,0.4716736420831375,10.320490561760638
78,0.326,0.474,0.554,0.53,2,29,40.19428495050958,2,2,0,0,8.0,33.50810641853537,22.30144779970728,16.91334425832426,106.7971982958281,0.3191816182406536,10.845906609323217
79,0.326,0.379,1.0,0.392,3,45,89.04648830121505,3,2,1,1,8.0,21.115779790118093,19.544081396971013,28.05776740648683,86.42386811039685,0.3808072580959087,12.568835635721811
80,0.516,0.57,0.619,0.392,2,55,36.011321449921645,2,1,1,0,7.0,8.180892098941381,5.536552508980033,5.010973203896129,23.008402039340222,0.3007886206808614,7.030612391708237
81,0.587,0.474,0.504,0.392,2,52,51.3589673486309,3,2,1,0,8.0,19.84415269457667,4.0220793993460555,9.464188374845866,16.557043528875706,0.6810887407014554,10.638764451469363
82,0.456,0.379,0.39,0.607,2,57,73.08175319228455,3,1,1,1,8.0,8.800413387040281,10.232376008307751,7.347118376964219,32.2444754680157,0.31946363459142474,12.457160292083405
83,0.456,0.379,0.453,0.465,3,44,50.1390014899141,3,1,1,1,7.0,12.280271350536514,9.709100547751149,28.850165419622677,29.7486808171514,0.5277076073804423,7.2053422654981345
84,0.516,0.57,1.0,0.607,2,54,77.64858259407949,3,1,1,0,4.0,8.883785841904189,17.94458319790118,12.19326580173052,13.13055903709911,0.3374600596593894,8.740691030899585
85,0.516,0.57,0.619,0.607,2,43,34.49052486322257,2,1,0,0,7.0,10.5824206203472,4.384558046087642,3.5873391924945306,7.670394660331496,0.4572480435466775,5.679840596636328
86,0.456,1.0,0.39,1.0,2,32,75.60534079593967,2,1,1,1,7.0,15.403539809718348,11.067061819902811,30.088975005601096,26.102907586071055,0.49230864952234427,12.304955904369574
87,0.326,0.474,0.39,0.392,2,43,35.42357647281806,3,1,1,0,8.0,13.069843765193106,13.955783206290358,24.74957432197687,43.948755782010295,0.4162420951624886,8.975789461283867
88,0.516,0.57,0.453,0.465,2,47,44.182526407513365,3,1,1,1,7.0,7.7226471815836675,13.917375418395718,24.69016443879223,33.31888567679428,0.6064690967749286,6.668630445198111
89,0.399,0.474,0.453,0.465,2,50,53.787612349040664,2,1,1,1,8.0,12.511220921745053,6.457896910724194,25.085548327699115,12.719510406482456,0.5037114558204578,10.761832548808012
90,1.0,0.474,0.453,0.607,2,43,35.823235823623,3,1,1,0,8.0,10.520428420100302,13.51925541778875,15.299653782561288,24.72863610093824,0.34342304912659205,9.930049651921584
91,0.587,1.0,1.0,1.0,3,48,73.18473492401951,4,2,2,0,8.0,24.98905971280839,27.802238024978415,30.721608855089773,87.67079301249534,0.5314820588524272,14.034360873592412
92,0.399,0.474,0.453,0.53,3,45,26.915812430377027,2,1,1,0,5.0,7.504726605778693,11.504334472913746,11.117373059072603,50.30985617874685,0.4134038944743635,6.962823159210087
93,0.516,0.57,0.504,0.53,3,42,71.6833695838499,3,1,1,1,8.0,17.80119462152707,12.209845252051474,8.067019371262987,53.21921979165586,0.5307125297281892,10.72099456028216
94,0.326,0.379,0.39,0.53,2,55,50.47366524901262,2,0,1,0,7.0,8.32793012440954,8.222891969301338,13.571908139482778,14.143992908040198,0.31775143479517204,5.3830354274207926
95,0.456,1.0,0.453,0.465,3,42,53.312345557615664,2,2,2,1,8.0,12.551177908413091,6.712805386568239,11.663329035053604,15.4041093898765,0.551725035861395,9.683026667850775
96,0.399,0.379,0.39,0.465,1,46,22.944569619862392,1,0,0,1,8.0,10.785236196305732,2.649990840772455,4.187784791645976,5.440175354582462,0.4913659580086615,4.835687103882308
97,0.456,0.57,0.504,0.392,1,44,66.85690938489687,3,0,0,0,5.0,11.406944955909601,16.708924381673683,16.177904523024875,16.816853979979722,0.5119189194709038,11.09660392143715
98,0.587,0.379,0.39,0.53,3,49,50.033319085210394,3,1,1,1,9.0,6.822093109790993,6.658526329885465,8.47008426708291,24.395405318517508,0.6701935696239082,8.036317898104027
99,0.456,0.474,1.0,0.607,3,39,36.65280647750121,3,1,1,1,6.0,15.333560041221705,6.735473566233285,10.537267252687203,7.056507367525853,0.46660471756888733,6.791079619288513
100,0.456,0.379,0.39,0.607,2,51,27.741142071411566,2,1,1,1,10.0,6.997947144442675,7.782872148434437,3.148632683950245,9.646235523424258,0.3692645969583275,12.279250728897583
101,0.516,0.57,1.0,0.465,3,44,33.62600418129534,3,2,2,1,10.0,17.500924679822337,12.114964696555584,7.634642910004653,103.3807295961798,0.30738340479911547,10.208854360463711
102,0.326,0.379,0.453,0.53,4,46,48.49383269848784,4,1,1,1,8.0,11.634524158195884,17.187284132402855,11.294977340108037,141.69620839276791,0.4737488092504482,8.01281905935628
103,0.326,0.379,0.39,0.392,3,56,54.414156302751465,3,1,1,1,8.0,10.292851343823198,3.7276528418006594,18.142118313378973,18.592632504192842,0.4727606840238861,9.206130122863804
104,0.326,0.474,0.453,0.392,2,48,64.46395983044097,2,1,1,1,7.0,7.263675646361782,9.039984647294453,12.71851106163572,30.00280121159634,0.5785115300912418,5.7825139649812165
105,0.399,1.0,0.504,0.607,1,53,71.41265021205673,2,1,1,1,8.0,11.507908920978402,11.43727974844631,9.887939048867691,16.54365244331741,0.5569849050006584,11.716105680605832
106,0.326,0.379,0.504,0.392,3,52,50.789119997946045,2,2,1,1,7.0,6.905633207264244,3.746924744245501,6.628104186214791,38.5233982949317,0.4712192542985428,6.516152119179338
107,0.456,0.474,0.39,0.392,1,42,66.32600371500523,2,0,0,1,5.0,8.97379212571212,11.567949621258432,21.827539558954776,14.166901142799944,0.528885704039622,7.468817977781743
108,0.456,0.379,0.453,0.607,1,46,36.183648581536815,2,0,0,1,9.0,11.648527077927898,5.382536307738736,8.924273767918352,22.69649606189577,0.29051624629168055,7.8950033535201385
109,0.516,0.379,0.39,0.465,2,60,46.34313881442173,3,1,1,1,10.0,9.852859977431079,7.476436942358857,16.700758242450373,11.89512791366182,0.6577800947626717,11.622789807697869
110,0.516,0.379,0.554,0.392,4,46,37.00029007035755,4,1,1,1,8.0,16.713595013851492,14.00461355212544,8.089717203981834,70.05947942980784,0.44097779969147094,9.330599072497122
111,0.456,0.379,0.39,0.465,2,41,26.72681294299653,1,0,0,0,8.0,4.449441544639957,4.89198438390549,2.8249999658999223,9.75519517747782,0.3663458225994271,5.563602830221931
112,0.456,0.474,0.554,0.465,2,44,45.30565778376925,2,0,1,1,9.0,5.405349707788838,6.685038084372992,14.418257508562563,20.853273088621034,0.28374192457164804,10.03642465835914
113,0.587,1.0,1.0,0.53,2,50,75.7362790124668,3,2,2,1,8.0,11.910556093928388,28.803541187379345,15.537679133738806,25.9714094017033,0.572224185936535,10.743053390433925
114,0.399,0.474,0.504,0.392,2,55,39.027027671522326,2,1,2,1,7.0,5.163677155541219,9.684740657891401,24.062727900021358,4.553165393250936,0.6858874593631115,6.95031367740354
115,1.0,0.57,0.619,0.465,2,54,57.69870586723594,4,1,1,1,6.0,11.982496254027959,16.424480935502935,64.0928708141212,36.28448839847343,0.7486580082574953,7.17154572584287
116,0.326,0.379,0.453,0.607,2,47,41.66876029740847,2,1,1,1,6.0,10.03603385241928,5.149220592244336,13.426854945826655,18.037379490857845,0.28483999830008055,3.918004170482164
117,0.587,0.57,1.0,0.53,2,41,72.60639170573697,3,1,1,1,8.0,15.262173263775983,5.941386106572637,11.238942334379354,7.249466165710308,0.584880597628664,8.607924800938338
118,0.326,0.379,0.619,0.392,4,49,69.76860844657399,2,1,1,1,8.0,11.191942305950043,10.537852957659535,15.697437968357953,53.98851449547458,0.1757423992005759,10.465312856797965
119,0.326,0.474,0.453,0.392,1,45,60.44688698473675,2,0,0,1,8.0,6.961116325704716,7.888212923152849,21.336877463291202,17.7557446980217,0.4841450626708501,8.311917787518968
120,0.516,0.474,0.554,0.53,3,53,41.20453462860441,3,1,1,1,10.0,9.722329586286634,5.743729911679703,17.969114761763382,23.74238443290676,0.45725474394186144,11.808521327648078
121,0.399,0.474,0.619,0.392,2,50,63.94835186055081,2,1,1,1,7.0,10.650326652120107,9.005952021280438,3.7804750287680546,11.059876750708643,0.5085005503249395,8.527893017207052
122,0.456,0.474,0.554,1.0,3,48,42.4166594175478,3,2,2,1,10.0,16.144603599749097,14.47998820438966,12.564905492464685,66.95595016359775,0.5249400408946868,13.018545636546525
123,0.399,0.379,0.554,0.53,2,58,54.50934719901013,2,1,1,1,8.0,10.506599180173204,3.164705607329624,10.282274282968649,14.844463510599745,0.41358721568622325,6.099170695774236
124,0.587,0.474,0.554,0.607,2,37,61.91513950705066,3,1,1,1,8.0,14.783290890811543,9.04031079219756,7.924074807546892,16.01783175517629,0.6148971517392952,10.524295690953835
125,0.516,0.379,0.453,0.392,3,65,81.47894383593164,4,1,2,1,9.0,15.274064588627773,8.636923007054552,19.355541718695683,69.47267483314337,0.4596698507813618,12.154237061433157
126,0.587,0.379,0.554,0.607,3,66,58.581404416381346,3,2,2,1,8.0,9.34513082128651,3.076959046498083,6.411442434676108,4.762674236788728,0.6846387672561549,9.356172808336273
127,0.326,0.474,0.554,0.465,3,48,72.25425992592739,3,1,1,1,9.0,18.507205199394285,13.898363548107255,35.453962683464646,94.2143865560909,0.4184296110758017,11.718513807827787
128,0.399,0.474,0.504,0.607,1,46,55.63428122150055,2,0,1,1,8.0,12.898526063787031,9.026287951135085,11.608998950528001,16.921775464216882,0.49252986124141607,8.390978022056903
129,0.399,1.0,0.39,0.53,1,37,40.957904549145134,2,0,0,1,8.0,11.620705861025675,6.970345330166358,24.94321980183677,17.724390202104786,0.583670715596538,7.659225338349699
130,0.456,0.379,0.453,0.392,1,39,45.89603422194016,2,1,0,1,8.0,18.96074435039679,7.026466206944963,14.692639871378281,27.349955119592046,0.5410599219425793,7.843991808164623
131,0.516,0.57,0.619,0.607,3,50,67.7318034816724,3,1,2,0,7.0,14.34754540627043,15.412630456176718,54.897562441182124,35.06577833596202,0.49191909149935154,11.559217684945455
132,1.0,1.0,0.504,0.465,2,51,55.495793362746596,3,2,1,1,8.0,20.829082132644935,14.587643879093497,19.04468978755358,35.17305219336162,0.694720928692484,14.593551512525798
133,0.516,0.57,0.554,0.607,2,33,46.100970895282614,3,1,1,0,8.0,17.781484459572113,20.373735420189426,15.286717273174501,53.05680554285893,0.37609854658728575,12.622604057150252
134,0.399,0.379,0.39,0.465,1,51,33.37075884607499,2,0,0,0,10.0,7.9761755156703895,3.6580546751433363,4.654049762216855,14.720897362488394,0.15141621534439512,10.155845515822055
135,0.516,0.379,0.39,0.465,1,56,64.88788985166607,2,1,1,1,7.0,7.811218760847839,10.113316497367382,25.366249687572914,8.95407903055938,0.5249883882191558,10.597772541350587
136,0.587,0.474,1.0,1.0,3,54,51.34978975903144,3,2,2,0,9.0,16.461853098839455,4.254338719909629,17.682125319553762,22.077952593096217,0.42285287626563905,11.006499654512158
137,0.399,0.474,0.453,0.53,3,45,55.27159284047194,3,1,1,1,10.0,4.447690176417007,5.5294270762489095,4.7610601945682705,22.474018478346704,0.5418377097471466,11.820168157686265
138,0.587,0.474,1.0,0.465,2,35,64.33090962614047,2,1,1,1,6.0,12.080916529801382,13.307707487409234,10.379919504228985,6.373283928457572,0.5158585670142756,9.260121529318852
139,0.516,0.474,1.0,0.607,3,48,75.57341770999265,3,1,2,1,10.0,19.666357616857155,15.790776938015785,13.461851457376033,36.84963983944224,0.32805969697668336,15.267873146228172
140,0.399,0.379,0.619,1.0,1,45,24.760113028409265,2,1,1,1,8.0,5.219387911160966,5.639584084228558,10.140543656059387,9.223802418373682,0.38428316688724523,6.2693327211168235
141,0.516,1.0,1.0,1.0,2,32,109.56034825920332,1,1,0,1,6.0,13.945002090014809,30.01757595836861,44.463812182267475,23.86426920040711,0.35285543093526056,11.208016032760304
142,0.456,0.57,0.39,1.0,2,41,27.407125696035852,2,1,1,1,8.0,16.290646758078875,8.029720892512923,8.189219490032555,17.092803594706957,0.5508152691689601,8.030144428436012
143,0.587,0.474,0.453,0.53,3,57,43.48060043078498,2,1,2,1,8.0,6.161932933519244,5.3659579153989565,9.136801459406563,11.988012766002752,0.6298766612859409,9.570055935458035
144,0.326,0.57,0.554,0.465,1,51,26.317777261840785,1,1,1,1,7.0,9.644642360508406,11.383334797921954,14.411806400332065,13.80870766522064,0.35933397584487353,5.761746932917888
145,1.0,0.474,0.554,0.53,2,52,91.43236848783876,3,1,2,0,8.0,12.967763761521523,15.173796890886443,20.280286704188754,17.131209769937104,0.5413172428586083,10.913873730186051
146,0.516,1.0,1.0,0.53,2,44,76.26499237824466,1,2,2,1,8.0,7.590541051975769,7.737970352193929,4.6462187445344965,6.729103673859425,0.5356338245315622,9.714566264869871
147,0.399,0.474,0.504,0.465,2,49,50.34491268954911,2,1,1,1,7.0,10.842809058900801,4.167931431186914,3.5854277442479807,4.160740450451624,0.5849909395779029,6.543895116099504
148,0.399,0.379,0.619,0.392,2,54,72.79681568243454,3,1,2,1,8.0,9.757885545205575,5.71524574767847,7.980379568714916,15.639543992489811,0.4884479853426819,8.598258165811623
149,0.456,0.57,0.619,0.607,2,45,57.40714205397758,4,1,1,1,8.0,7.103364098494759,16.79865875531545,15.04028956761825,55.08776826022586,0.42077634886207843,8.225332203622779
