,Mobile Traffic,Time Spend On YouTube [min],Time Spend On TikTok [min],Time Spend On Instagram [min],Time Spend On Spotify [min],Size of home [m2],Occupation,Family Type,Family Interest,House Type,Number Of Residents,Average Age,Distance To Nearest Tower [m],Number Of Phones,Number Of Computers,Number Of Tvs,Number Of Pets,Customer Happiness
14,21.136370046268272,28.746094125307938,20.711300270244557,15.618721422117549,95.81237213595335,166.46820441117367,Teacher,Singles,Outdoor,Glas,5,39,368.50535503161905,3,2,2,3,8.0
15,17.45497753800164,5.65696763498513,54.296683401298104,12.136341462948126,14.29736836870582,148.50218438306328,Student,Family,Outdoor,Glas,3,37,1010.8174684916004,3,2,3,1,4.0
16,12.608273828994319,8.531798477800258,12.408321635432468,10.378454508189773,15.153867661873191,114.98630400353117,Nurse,Couple,Outdoor,Metal,2,54,1288.1041960842056,2,2,2,2,4.0
17,18.430690688040908,21.722057618213345,36.446053062166165,4.2172052768773804,39.392443962269915,132.34152831542877,,Singles,Crafty,Glas,4,55,979.4089332619312,4,2,1,2,9.0
18,19.72771170560429,23.448496685068324,27.135845614164893,4.764341523191198,22.257574386214607,172.60459719284657,Firefighter,Couple,Gaming,Wood,3,38,625.2147162609604,3,2,3,3,10.0
19,9.266827260355866,8.363381449461226,12.039907149218298,3.687406357927662,19.67388635061828,92.86167056890909,Data Scientist,Family,Musical,Concrete,2,69,1499.462544033698,3,3,2,2,6.0
20,18.361767452640734,16.561100457682038,11.984255752584824,22.60627993031655,53.59974749702671,161.95536752500266,,Couple,Gaming,Concrete,3,38,960.0591732820026,4,2,2,1,7.0
21,12.142216287528042,11.057249108460157,13.791824954018042,5.846071023847205,3.5244965468840106,116.75980702536592,Student,Singles,Crafty,Metal,2,50,1066.4317284296935,3,2,2,2,6.0
22,18.173682745647923,19.279494043141757,28.010639682259526,23.51050559515155,1.610956291035025,150.80841574232434,Student,Seniors,Crafty,Tiles,2,42,931.955523207324,4,2,1,1,10.0
23,10.530463334348456,4.928104065552151,9.389562556161414,7.019466903454715,3.77133059216178,123.52867615066377,Data Scientist,Couple,Travelling,Metal,1,63,1581.4220003596251,2,1,1,2,8.0
24,8.131320973073858,12.750500087257922,8.764733939533956,1.589492785252861,52.22389249090764,113.90380769567622,Student,Seniors,Musical,Metal,1,62,1714.0389825667235,1,2,2,1,8.0
25,14.54406547680385,5.546752256270302,27.066064102826196,6.226545384858038,15.793403862663826,140.30650877108027,Nurse,Seniors,Musical,Concrete,2,50,1392.1590164301222,3,2,3,2,7.0
26,10.767959622047378,12.592846450535898,4.6264860066225335,17.066814463469754,2.6250333303082813,129.1391352143481,Teacher,Seniors,Sporty,Metal,2,63,1383.3658188154347,3,3,2,2,8.0
27,10.681143986671483,3.0877859844288214,8.94995841967167,6.5828057678956675,8.038346318320864,163.42131035606988,Firefighter,Seniors,Sporty,Concrete,2,63,1437.9518961356625,3,2,3,2,8.0
28,15.338388801517656,20.856084181950102,8.899158341236145,2.78935364917248,28.20252562203363,167.95814333633075,Data Scientist,Family,Travelling,Concrete,2,58,1626.323426563599,3,2,2,1,10.0
29,13.492718835810068,12.718896139594946,9.51183671920458,22.061161442317534,40.72610090905158,151.155418526417,Nurse,Family,Gaming,Metal,4,74,1322.694163300825,5,3,2,2,7.0
30,17.139424015158518,6.376583843622942,17.092347787145567,34.197012866447984,19.58673006092744,173.49501192518323,,Singles,Gaming,Wood,3,42,584.3157700907459,3,2,1,2,5.0
31,11.237216539708722,13.437098771409772,5.838268165073339,24.069669502066233,22.2630614540306,92.42671279640263,Student,Seniors,Sporty,Tiles,1,53,1500.385192321915,3,1,2,2,8.0
32,16.62854131145573,16.443797992317748,12.243018628397127,11.513838195106251,20.236331071374277,154.61583448267072,,Seniors,Musical,Glas,3,52,1095.7323049487554,3,1,2,2,8.0
33,15.53581432626842,25.133471922529612,8.327166191218677,14.149455683812068,7.558777238985364,138.64028607234735,Data Scientist,Family,Travelling,Wood,2,36,1295.3229897220886,1,1,2,2,7.0
34,9.533375268410675,8.437975510850608,6.8448714173506,3.2013585896802974,8.71865576589323,103.43588574363808,Data Scientist,Singles,Sporty,Metal,2,67,1592.0060596688172,3,2,3,1,8.0
35,16.950236508326487,16.51201225007829,13.970531199290761,10.23027533778898,51.30691086091059,135.26508706721444,Teacher,Family,Outdoor,Wood,4,51,1049.689960850029,4,2,1,1,4.0
36,15.369876403568423,6.8155783072227285,13.195800505720811,12.881544031095205,3.049757327690008,193.40132276084668,Data Scientist,Family,Gaming,Tiles,2,44,1098.8874834514818,3,2,1,1,8.0
37,17.315144763748876,22.680464120065096,17.159606022407896,11.003060552806575,8.095502776320577,120.44180627141664,Nurse,Singles,Crafty,Wood,1,27,1127.0657467491183,2,1,1,2,8.0
38,13.942658996428705,17.825070747906192,8.51151632290763,21.861349083186447,16.642206848664667,126.98268394786439,Firefighter,Seniors,Crafty,Tiles,3,65,1410.7341548537734,4,2,1,2,8.0
39,22.35984915099496,40.25647549172181,14.963178318732096,34.289593406971086,44.8648856091216,175.0993581426414,,Family,Gaming,Concrete,2,20,1442.0049040160782,2,1,2,1,9.0
40,13.055270961192395,13.12038000955211,25.38405344359039,4.906890900867112,3.4586524676156776,116.75611701454764,Teacher,Couple,Outdoor,Metal,2,48,1070.2507469476286,3,3,2,3,4.0
41,14.298431397779586,15.324938037321797,31.14031205981273,4.355186165449649,4.423532049637886,112.38810188094243,Student,Family,Travelling,Concrete,2,42,1227.0779676069064,2,2,2,2,4.0
42,16.285506915521843,23.471213927170293,20.886463594884503,10.372261682827046,27.996834744067684,88.11415419578051,Data Scientist,Couple,Outdoor,Metal,4,52,946.5336120769086,4,3,3,2,4.0
43,9.139284837525086,18.741811637136898,3.2192697777720753,6.410816058108322,49.78345185645586,89.26077930997768,,Seniors,Musical,Concrete,1,69,1585.2236252693506,2,1,1,1,8.0
44,11.079855479593853,10.183556885403078,5.567792234757849,7.243010352458966,78.34583406484731,109.61361848888554,Nurse,Family,Sporty,Tiles,2,71,1502.337165728028,4,1,3,2,7.0
45,18.54382415221176,26.99477885341639,19.418513609918204,9.915028872318741,7.084591582824599,153.23121909763586,,Seniors,Outdoor,Concrete,4,44,1068.071229595025,3,2,2,1,8.0
46,17.536864614023866,12.985185717086912,27.539112151308483,17.032321118181216,18.02354391489595,138.3847815402611,Teacher,Seniors,Outdoor,Glas,5,56,1028.6288650312254,4,4,1,1,8.0
47,21.41153566060969,33.670365171028266,34.323295249210965,17.05271582758317,16.223531807215796,150.87048065485692,,Couple,Gaming,Glas,5,67,1497.4139860388548,5,3,2,3,10.0
48,15.483240052581895,16.387110667411193,14.893373402118483,20.42394436852556,3.927791583429274,155.1291825228061,Teacher,Couple,Travelling,Tiles,3,58,1208.1147199493075,4,2,3,2,7.0
49,14.742426869527666,18.17543211810019,17.203744473461683,2.1063855117508594,3.0406563753015043,123.53993607288109,Firefighter,Couple,Travelling,Wood,3,52,1290.7804317914333,3,2,1,2,6.0
50,15.19207374164128,10.875390627605785,22.39612094415707,4.399306766131118,11.195328535810832,144.038750665657,,Seniors,Travelling,Concrete,3,62,1389.6071802409215,3,2,2,2,8.0
51,16.5456837361316,19.34872472703634,18.60242132976466,9.632440664931472,6.842108492846251,123.06169073330904,Teacher,Family,Gaming,Concrete,2,42,990.4535186298284,3,2,2,2,8.0
52,14.562138885878674,10.227428023171795,13.165067917436929,3.2258337517268516,32.057387094595235,191.49547747827546,Data Scientist,Singles,Sporty,Wood,3,45,670.113186747225,3,2,3,2,7.0
53,10.933085165399254,7.029547286841799,20.087355884079138,3.698526898711594,246.46702934847357,90.68698149230481,,Couple,Musical,Metal,1,64,1482.985016489641,3,2,1,2,8.0
54,17.97625896196113,23.47623988617371,17.801679727473875,13.407581503465554,50.97501489588914,137.86538264649576,Nurse,Family,Travelling,Metal,4,53,1234.8984330386807,4,3,1,2,9.0
55,16.347132772622448,14.591117998299662,6.998285998359004,9.725273505426795,18.765443488220967,187.69109666416318,Data Scientist,Family,Travelling,Tiles,4,62,1176.4496117382873,4,3,2,2,8.0
56,18.203721407703,12.162342736777907,26.93890166932534,14.017110399446935,10.819667488255712,172.00833909505064,Nurse,Seniors,Travelling,Metal,3,46,1199.2096847989856,3,3,2,2,7.0
57,17.432215903222776,18.23243820172725,24.43296431162607,22.089511602402858,11.960702202048813,111.22710097665036,Student,Singles,Crafty,Tiles,2,45,1269.0934411992168,3,2,1,1,9.0
58,9.498434580723877,9.418131821040365,6.149754070905805,9.923368016080751,17.143451205997508,113.32285123089385,,Couple,Musical,Concrete,1,61,1573.099185202027,3,2,2,1,8.0
59,13.028688977903647,9.285614542558967,11.844963833270711,6.000182144330431,29.084969347796534,120.99331395779812,Teacher,Singles,Musical,Concrete,1,51,1617.6135502967577,2,1,2,2,7.0
60,16.203120621506063,38.41613782636704,12.729551482132058,7.658870592135572,51.973823457218344,78.24228610722119,Data Scientist,Seniors,Crafty,Metal,3,59,1089.7785675500481,4,2,2,1,8.0
61,10.237745355070935,8.656037301891311,21.20119796564727,8.67992068208037,28.93338091330703,92.72386782617862,Nurse,Singles,Musical,Metal,1,56,1614.8371089603284,2,3,2,2,7.0
62,17.374935670417837,24.851762275154154,10.993157822211456,4.904230172472154,105.95232210065295,180.1831841914016,Student,Seniors,Gaming,Tiles,2,39,1223.3581550338226,3,1,2,2,7.0
63,14.441975056404392,8.463658071133018,33.945814422384764,12.68933423941733,16.676996594669593,103.98886362695436,Firefighter,Singles,Crafty,Tiles,3,59,1210.2073130208978,4,3,2,1,7.0
64,18.95695437064343,21.226606750971733,27.81075647037079,6.877136637647799,15.220281632146428,162.06630662601586,Nurse,Seniors,Crafty,Wood,3,58,1472.3149574073936,4,3,1,2,10.0
65,14.945606350526196,17.386688136050793,7.326171234871019,37.20032449537765,11.817223587273729,105.43193427877658,Teacher,Seniors,Crafty,Wood,2,54,1463.3334053502413,3,2,2,2,8.0
66,10.005805671442571,10.630568463118355,10.13277051533099,6.976074589176986,19.668062672991105,118.45376852881088,Data Scientist,Seniors,Sporty,Glas,3,57,1271.6602783184112,3,2,3,2,5.0
67,20.770094688211678,23.514270646240448,20.758428743727983,48.31510564105099,17.955744482895135,151.14484045819705,Data Scientist,Seniors,Gaming,Tiles,3,41,1215.0913755264373,3,2,3,2,10.0
68,11.608444360608976,12.876776353886822,6.352523127006366,8.77784210835648,37.16368521616029,127.47726528193269,Student,Seniors,Musical,Wood,2,58,1437.2013953146243,3,1,3,2,8.0
69,15.098636358814243,13.867621494145107,9.868977683149255,4.5561065685196,28.881110915188778,178.273469420525,Nurse,Family,Travelling,Metal,2,51,1524.8319979754501,3,2,2,1,8.0
70,14.542793408097426,31.191514661590563,3.4765111615304143,10.393685233383447,7.542056655062323,146.83196009409,Nurse,Couple,Crafty,Glas,2,45,850.1780872036691,2,2,3,1,8.0
71,15.506411514051354,12.452271456099021,15.851089297392438,20.03966837500365,4.0073737198193164,132.95068439672752,Nurse,Family,Outdoor,Metal,3,54,1314.4303286722616,4,2,1,1,7.0
72,11.591174464472916,16.81779324446794,8.704553850880828,7.979985289677971,25.564070092284304,102.22889933572583,Student,Seniors,Sporty,Glas,2,64,1498.2237841017125,3,3,1,2,7.0
73,20.691119288685627,26.73910804060434,37.771663160041655,8.121408371058365,4.921010279106129,155.72809989623093,Firefighter,Family,Outdoor,Concrete,4,60,1301.5622907008012,4,2,2,2,10.0
74,8.826541598794588,3.5929872537906227,10.2456427998902,9.836795283712945,12.102841959961395,108.20113094579723,Nurse,Singles,Sporty,Metal,2,67,1632.6426939729542,3,3,2,2,7.0
75,11.979957554246884,15.141536659084814,19.046736530208133,3.700962163542348,4.398830765562471,92.49733785270367,Firefighter,Singles,Musical,Concrete,1,47,1505.0695627143405,2,2,2,2,7.0
76,16.240911671040458,7.945675928463636,17.867570519935047,14.64756910289899,23.935550173899866,153.89099816611565,Teacher,Couple,Outdoor,Concrete,3,49,1079.7559692271966,2,1,2,2,7.0
77,18.689956923086985,30.65594916939231,17.597748795983847,5.874930603992523,17.654670028085395,158.70258461851728,,Seniors,Crafty,Glas,3,49,1308.939507802197,3,3,3,2,10.0
78,12.650820612168658,7.3949947254945085,5.97073957534718,7.299437228245977,10.892166392969374,176.4776157402621,Teacher,Singles,Musical,Metal,1,54,1679.840255726413,2,2,3,2,8.0
79,14.545470032156798,18.005584889013676,25.150077096204928,5.131739296853229,2.40567038011771,125.47943453638865,Teacher,Seniors,Musical,Concrete,3,61,1363.4284617320345,3,3,2,1,8.0
80,14.099702649625392,12.81574022131624,24.49443783502743,4.371699353051792,11.37032126095932,95.88806365240877,Student,Family,Musical,Tiles,2,51,930.9789252754285,2,2,2,2,9.0
81,7.524144825577869,5.414985316718209,5.503723356607898,10.183615795415784,53.43512923103926,82.99295817404436,Nurse,Seniors,Sporty,Tiles,1,58,1841.5837349313813,1,1,1,2,8.0
82,16.98239667904018,28.870080826874133,12.860850976829475,5.8052847258171365,41.13004324808349,115.38854396049055,Teacher,Singles,Travelling,Concrete,3,49,1254.851263667531,3,2,1,1,10.0
83,13.461152406631946,11.986857785630683,8.80449383978007,10.560820205723862,10.706514969161557,126.82727876916391,Firefighter,Family,Travelling,Metal,1,52,1566.5264634093428,2,1,1,2,8.0
84,17.852916867231674,17.36227537654335,22.047512083426366,13.32581067349507,22.02850245226487,143.32061968672133,Nurse,Family,Travelling,Glas,2,35,1294.423639977458,2,2,2,2,8.0
85,14.818764627058153,24.795153338506275,8.66536776173587,1.1691890416088595,10.555868679444982,179.02999079812116,Data Scientist,Couple,Travelling,Concrete,2,62,1371.7010047256053,4,2,2,2,10.0
86,15.444998149592438,19.85722697412909,15.637985009237102,2.4417308913728464,28.109538788141666,167.9695374135595,Student,Family,Crafty,Wood,3,44,913.9650086351667,3,2,2,2,8.0
87,13.848731736389968,13.543486066773578,23.772869408556954,6.788693573303554,32.43085066244622,139.52250520962247,Student,Singles,Crafty,Wood,1,43,1324.8948148869151,1,1,1,2,7.0
88,20.262336836401705,22.563360620401916,20.63860474981066,9.222980630948337,82.64086724627863,168.089201148886,,Seniors,Gaming,Concrete,5,36,969.3985931507002,3,2,3,2,5.0
89,18.257968012065916,24.035194036880647,17.306047656122814,24.01993405798446,35.24220141070685,134.750380228555,Nurse,Family,Gaming,Metal,4,54,1166.6908682467006,4,3,2,1,6.0
90,16.787227172905425,21.519247020570788,10.077425125268643,7.271517176490674,40.04739887217412,184.90889516428908,Student,Seniors,Gaming,Metal,3,44,793.5207997616658,3,2,3,1,7.0
91,13.97010543434455,16.258142364441035,9.34553007734723,21.76201262951486,25.575897058797995,107.22648634360097,Data Scientist,Seniors,Crafty,Glas,3,60,1272.6812150372639,4,3,3,2,8.0
92,15.505914020855414,8.295899944135073,21.46391710568313,13.774812492785582,35.72576946910935,129.63206677072708,Nurse,Seniors,Outdoor,Glas,2,43,1363.3525106930315,3,2,1,2,4.0
93,18.996403300633723,19.098585340138662,38.27054594588048,6.221884799079346,18.65533936073076,155.11574686235713,Firefighter,Seniors,Outdoor,Concrete,3,47,1137.0282105108552,3,2,2,2,10.0
94,11.024013003014069,10.633267004175837,5.102714655659894,6.01228624418833,26.65647018489636,189.53558753525868,Student,Singles,Travelling,Wood,1,54,1516.7825400360591,3,2,1,1,8.0
95,7.814143475259724,7.471350418003988,6.860153406870422,6.95922742377867,48.531603698091544,112.76866793719442,Nurse,Singles,Sporty,Concrete,1,75,1706.8952059690127,3,1,2,1,7.0
96,14.970680147283254,15.001427782924756,32.10000595538527,2.347343823851833,43.40638068590423,107.54133836889433,,Couple,Gaming,Metal,2,48,1124.2678836641016,3,2,1,2,7.0
97,18.532982958627123,15.13197675085514,39.67709599272485,16.68879392422944,12.9983456322057,127.49401404510661,Nurse,Family,Crafty,Concrete,4,62,1183.1772777561446,5,2,4,2,8.0
98,17.99227256695655,12.61358509030783,28.479661121612217,18.07440903413961,22.01776561771687,176.58860394129863,Student,Seniors,Gaming,Wood,2,29,523.6328249893613,3,3,3,1,7.0
99,15.40717135322458,19.884589779531694,12.104917296243967,3.9479439386432413,17.306271213338455,138.63814925956396,Data Scientist,Seniors,Outdoor,Wood,2,45,1080.6538678416887,2,2,2,1,7.0
100,14.799391447964911,10.004587621273041,10.606769268183884,8.103455019174612,79.91698599997177,150.19203444746336,Teacher,Family,Travelling,Wood,3,50,877.4527884524161,4,2,2,2,6.0
101,10.956275658896839,12.217433199322581,7.6619167556787415,24.054528479094508,22.02557318416719,112.37716791667107,Firefighter,Seniors,Outdoor,Metal,1,61,1447.5656119174441,2,2,1,1,7.0
102,18.1681667884366,33.185582254832,12.730999031002744,6.772828495018985,24.094087561906132,155.35718432212644,Nurse,Couple,Gaming,Glas,3,44,1432.6300495925577,4,2,1,2,8.0
103,17.506298990181826,16.625238016835905,8.197855196252046,45.410227967954725,9.888529178397754,151.40058992764128,Nurse,Family,Outdoor,Tiles,3,55,1268.0154584696024,3,1,1,2,8.0
104,15.999911178938076,21.604488742985392,15.955468327059787,4.692758740595162,3.7130817075091516,133.71657956218877,Firefighter,Singles,Sporty,Concrete,4,56,1067.7129681893357,3,2,3,1,7.0
105,11.408594524108725,11.023332223994668,13.558872890562736,7.421435432036232,29.69579696631078,90.80612349138818,,Family,Sporty,Metal,3,64,1341.2617289561135,3,3,3,1,5.0
106,16.359532340701158,11.56376781568349,30.280386934901983,7.282499382689451,25.626822196413475,170.3062792689145,Data Scientist,Seniors,Travelling,Concrete,2,46,1226.4936741326355,2,1,2,2,10.0
107,12.510529696423712,22.71776203888984,6.130014810498231,3.6137034449813004,10.158320128071326,96.54079303807144,,Seniors,Sporty,Glas,2,56,1098.6300197828689,3,2,3,2,8.0
108,12.982105667981946,14.073567521316466,7.715396992892091,17.8156137818612,17.913705772681908,143.7614197475611,Student,Family,Crafty,Tiles,2,50,956.5698395142199,3,2,2,2,6.0
109,15.214409705084023,4.104107427861258,18.889612019897665,70.368638591231,5.182290424580031,142.15127656480715,Firefighter,Couple,Musical,Concrete,4,72,1231.5377818184336,4,3,1,1,10.0
110,10.938827973584175,20.837380917153155,8.979432794567769,3.456026105878798,6.490774884894614,84.71315807620371,Nurse,Seniors,Sporty,Metal,2,71,1679.9937794650805,3,2,2,2,9.0
111,14.549799130268173,12.240565677182627,11.951297187690077,5.096361640800435,11.236382972643437,152.76136598930685,Student,Seniors,Gaming,Glas,2,61,1352.0961290767527,3,3,3,2,8.0
112,19.548110678875375,12.479813758936578,29.67691927628605,18.514641159606054,21.59996694088791,176.22743337008313,Teacher,Couple,Outdoor,Wood,3,45,1076.0830932561394,4,3,2,2,8.0
113,15.325495744731843,9.134919683028203,29.7039944310853,3.5439362260452616,38.07401856428866,155.96840986602527,Nurse,Family,Crafty,Glas,3,70,1379.613737602729,4,2,4,1,10.0
114,14.725344936387927,5.287326250167873,12.608188911369917,34.36414388334898,24.32459134303344,162.2134446514956,Nurse,Couple,Crafty,Concrete,2,34,976.5775370521966,3,1,1,2,2.0
115,17.59379815332813,11.10915559201576,34.84369606306434,13.852082131035646,61.48449340157865,114.0810157641101,,Couple,Outdoor,Concrete,3,40,1411.8946198793678,3,2,1,2,5.0
116,13.479405475180954,9.104338990122645,14.10857552991008,3.6149106175547825,7.8897159138752695,156.18182742527122,Teacher,Couple,Sporty,Concrete,2,65,1591.0055988994081,2,1,2,1,9.0
117,15.365427624881983,16.6134326137504,10.02701691273749,29.867615580334434,15.25922988017251,155.12520880668086,Student,Couple,Travelling,Concrete,2,41,1273.7482888863522,3,2,2,1,7.0
118,11.678342871967565,12.02157231820402,4.761290762444019,11.310475307679171,24.09989451651334,153.65839490051087,Nurse,Singles,Travelling,Metal,2,57,1234.9781659062028,3,2,1,2,7.0
119,15.593252026268654,12.66509501290403,17.32291180275595,40.853280412084544,14.115158609541512,155.73880047824463,Teacher,Singles,Crafty,Concrete,2,49,1377.2186214718827,3,2,1,1,8.0
120,20.989506001082614,31.260017204773487,35.96939485909492,10.744819490126847,5.529673049422552,162.3358354376251,Student,Family,Outdoor,Concrete,5,55,1311.6333765021113,4,2,1,3,10.0
121,18.314140097457138,29.43611378031215,9.082142445324672,14.835559590934242,45.81014877409165,166.49282289171285,Student,Family,Gaming,Metal,4,55,936.333514840436,4,2,2,2,8.0
122,16.709679760092165,10.530813240997757,15.755429157226136,17.68269890606121,25.198979128336315,162.33482132110655,Firefighter,Couple,Crafty,Wood,3,60,1181.3900615037114,4,3,3,1,10.0
123,16.207143000952446,7.941728579967782,18.711453904502264,58.2794362688002,2.0898459938471383,182.0236950511246,Student,Singles,Crafty,Tiles,3,51,1187.0998079138176,3,2,2,1,7.0
124,14.85144322096532,5.004211088756778,12.74944537934307,13.700538813137582,16.175431599041193,198.75283192088702,Data Scientist,Singles,Travelling,Wood,2,56,1503.7091440639504,3,2,2,2,10.0
125,12.847287436563356,20.41540076293679,8.144976270870309,14.898624562051623,15.744209464268392,93.78408422022389,Firefighter,Family,Sporty,Concrete,3,62,831.3730946758017,4,3,2,2,6.0
126,16.17541029013354,9.475155055513344,21.03703529399903,14.052855467036771,17.140412357040805,140.27102480268604,,Singles,Gaming,Glas,3,36,1032.8207866069201,2,1,2,2,6.0
127,15.211388633204313,11.439138948010982,18.215429132569422,9.863904509687465,37.47475453103044,180.57632593765987,Teacher,Seniors,Musical,Concrete,3,52,1119.4181065818375,3,1,2,2,10.0
128,17.02300316154925,30.089563577527713,7.1417160747045525,22.817529482667748,15.945037834952089,138.88271891786545,Firefighter,Seniors,Gaming,Wood,3,35,935.459732286803,3,2,2,1,7.0
129,12.641822963154214,8.819448884168303,18.126531204248998,11.897283690641084,18.401004715125953,128.2641061421745,Student,Couple,Crafty,Concrete,3,70,1443.1390116864081,4,2,2,2,7.0
130,12.468519244196644,16.971054859630854,16.68176659168309,2.6492857169795894,16.819429550611698,115.13600321689754,Firefighter,Seniors,Crafty,Concrete,2,35,1273.7228737164987,2,2,3,1,4.0
131,12.795117186180079,7.83088419990029,19.866057519643704,11.842918301305698,44.465738395190975,102.1229373424554,Firefighter,Seniors,Crafty,Metal,3,61,1413.5772953730414,2,2,3,2,7.0
132,12.444542867134306,4.636370240032288,9.802449979346614,13.742173318487135,14.129573843519506,145.13237602070416,Data Scientist,Singles,Crafty,Glas,2,57,1244.8847325350844,4,2,2,2,8.0
133,22.70209865148954,29.649838574243223,45.19308053442633,19.976919002275103,40.93331151219723,161.32099571336587,Teacher,Family,Outdoor,Concrete,5,45,980.5765036745074,5,3,3,2,8.0
134,12.871996286117845,8.308489354034606,21.21803221760425,37.11777736248138,9.906382589419275,86.52917210510097,Nurse,Couple,Sporty,Concrete,4,65,1322.3466425088523,4,2,2,2,5.0
135,17.52944430829828,16.86909621090688,26.102380675228304,9.859770235421927,24.2105509691429,124.11171171856469,Data Scientist,Couple,Crafty,Wood,2,35,1516.1708964132347,2,2,2,2,10.0
136,13.608622268463598,9.998042239674971,9.1207264946197,11.37867612906569,18.973057209037798,122.17965433817079,Student,Seniors,Musical,Wood,4,68,1287.6620099915028,3,2,2,2,7.0
137,15.57545875858685,9.074756188904804,11.425259558542194,13.84795698015372,69.11898787928685,169.30935924919558,,Singles,Gaming,Metal,2,37,836.5778684363368,3,2,1,2,5.0
138,16.922963122400873,9.869361134609928,18.53837796661862,8.779833510372129,28.101978822940904,205.47047286806435,Student,Singles,Crafty,Concrete,3,47,1002.4812493407187,2,1,2,2,8.0
139,6.866517329207129,5.660852159014635,11.102761373353504,10.302527200943452,15.175350312210119,86.23845432704128,,Family,Sporty,Tiles,1,63,1742.7187970504792,2,2,2,2,4.0
140,10.193342034985964,14.735188525809976,8.19539655166038,4.131078250418375,22.500004384378453,91.6865329354126,Student,Seniors,Sporty,Tiles,2,75,1692.1198139485355,3,2,1,2,8.0
141,8.39956170026828,10.933501181963617,4.8237909305646784,27.571788969936474,38.59348587821634,98.94983845154657,Firefighter,Singles,Travelling,Glas,2,62,1316.2323762599822,2,2,3,1,7.0
142,19.5661190373758,30.478064288800834,30.75934018644459,7.687709531159135,6.8751186071099815,140.98883032859996,Data Scientist,Family,Gaming,Tiles,4,48,1570.5473091283707,2,3,2,1,10.0
143,12.431350656587286,4.59840749784368,9.843541564323566,27.641503526097985,18.872258248828306,142.5166961209182,Firefighter,Singles,Outdoor,Wood,2,60,1442.8927282279296,3,2,2,1,8.0
144,19.1933029541761,10.94127750695955,40.89595584062396,17.872226582488462,16.510003377881105,146.45243942924174,Nurse,Couple,Gaming,Tiles,3,45,1151.8975265030363,3,2,2,2,9.0
145,13.739951073631534,10.663465577713534,14.757168836046327,15.941200634361573,27.68005756457471,126.93151019865607,Firefighter,Singles,Travelling,Tiles,2,52,1422.9568229697666,2,2,1,2,8.0
146,14.133809328993067,6.854265608703111,13.133315724651798,20.8722435508508,12.618650222368405,153.80903460637825,Data Scientist,Couple,Musical,Wood,2,57,1581.6807838281416,4,2,2,1,4.0
